head	relation	tail
evt_neville_laughs	AVVIENE_IN	loc_living_room
evt_stake_experiments	COME	LOTTA_SCONTRO
evt_stake_experiments	AVVIENE_DOPO	evt_neville_laughs
evt_woman_dissolution	COME	SCONFITTA
evt_woman_dissolution	AVVIENE_DOPO	evt_stake_experiments
evt_woman_dissolution	AVVIENE_IN	loc_green_white_house
evt_kathy_fire	COME	SACRIFICIO
evt_kathy_fire	AVVIENE_DOPO	evt_virginia_death
loc_green_white_house	COME	AL_CHIUSO
char_freda	PARTECIPA_COME_OPPONENTE_RIVALE	evt_cortman_freda_coma
char_unknown_man	PARTECIPA_COME_SOGGETTO	evt_man_asks_help
evt_neville_dragged_away	COME	LOTTA_SCONTRO
evt_neville_struck_jaw	AVVIENE_DOPO	evt_neville_dragged_away
evt_neville_visits_cortman	AVVIENE_DOPO	evt_neville_struck_jaw
evt_cortman_freda_coma	AVVIENE_DOPO	evt_neville_visits_cortman
evt_neville_sews_virginia	AVVIENE_DOPO	evt_cortman_freda_coma
evt_neville_buries_virginia	AVVIENE_DOPO	evt_neville_sews_virginia
evt_neville_buries_virginia	COME	SACRIFICIO
evt_man_asks_help	AVVIENE_DOPO	evt_neville_buries_virginia
evt_neville_drunk_night	AVVIENE_DOPO	evt_man_asks_help
evt_virginia_returns	AVVIENE_DOPO	evt_neville_drunk_night
evt_virginia_returns	COME	RIVELAZIONE_SCOPERTA
evt_neville_library	AVVIENE_DOPO	evt_virginia_returns
evt_neville_library	COME	PREPARAZIONE
evt_neville_library	AVVIENE_DOPO	evt_library_exploration
loc_cortman_house	AVVIENE_IN	evt_neville_visits_cortman
loc_cortman_house	AVVIENE_IN	evt_cortman_freda_coma
loc_cortman_house	COME	RIFUGIO
loc_weeded_lot	AVVIENE_IN	evt_neville_buries_virginia
loc_weeded_lot	COME	ALL_APERTO
loc_library	AVVIENE_IN	evt_neville_library
loc_library	COME	AL_CHIUSO
loc_science_room	COME	AL_CHIUSO
evt_library_exploration	COME	PREPARAZIONE
evt_library_exploration	AVVIENE_IN	loc_library
evt_library_exploration	AVVIENE_IN	loc_science_room
evt_library_exploration	AVVIENE_IN	loc_broken_window
evt_library_exploration	AVVIENE_IN	loc_car
evt_reading_lymphatic	COME	PREPARAZIONE
evt_reading_lymphatic	AVVIENE_DOPO	evt_library_exploration
evt_theory_realization	COME	CAMBIAMENTO_DI_STATO
evt_theory_realization	AVVIENE_DOPO	evt_reading_lymphatic
evt_dust_storm_insight	COME	RIVELAZIONE_SCOPERTA
evt_dust_storm_insight	AVVIENE_DOPO	evt_theory_realization
evt_first_microscope_failure	COME	PREDICAMENTO
evt_first_microscope_failure	AVVIENE_DOPO	evt_dust_storm_insight
evt_microscope_learning	COME	PREPARAZIONE
evt_microscope_learning	AVVIENE_DOPO	evt_first_microscope_failure
evt_blood_specimen_mounting	COME	PREPARAZIONE
evt_blood_specimen_mounting	AVVIENE_DOPO	evt_microscope_learning
evt_germ_discovery	COME	RIVELAZIONE_SCOPERTA
evt_germ_discovery	AVVIENE_DOPO	evt_blood_specimen_mounting
loc_bench	COME	SPAZIO_STRATEGICO
obj_books_medicine	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_library_exploration
obj_bacteriology_books	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_library_exploration
obj_first_microscope	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_first_microscope_failure
obj_proper_microscope	PARTECIPA_COME_OGGETTO_BERSAGLIO	evt_microscope_learning
